citekey,domain,grader,paper,fig,pass_pct,score,grader_id
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,68,372
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,70,373
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,70,374
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,70,375
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,72,376
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,74,377
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,74,378
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,76,379
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,77,380
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,78,381
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,78,382
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,79,383
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,79,384
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,79,385
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,80,386
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,80,387
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,80,388
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,80,389
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,80,390
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,80,391
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,80,392
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,81,393
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,81,394
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,81,395
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,81,396
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,81,397
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,82,398
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,82,399
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,82,400
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,82,401
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,82,402
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,82,403
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,83,404
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,83,405
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,83,406
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,83,407
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,83,408
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,83,409
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,84,410
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,84,411
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,84,412
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,85,413
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,85,414
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,85,415
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,85,416
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,86,417
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,86,418
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,86,419
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,86,420
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,86,421
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,86,422
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,86,423
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,86,424
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,87,425
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,88,426
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,88,427
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,88,428
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,89,429
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,89,430
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,89,431
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,89,432
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,89,433
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,89,434
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,89,435
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,89,436
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,90,437
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,90,438
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,90,439
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,90,440
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,90,441
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,90,442
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,90,443
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,91,444
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,91,445
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,91,446
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,92,447
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,92,448
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,92,449
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,93,450
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,93,451
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,93,452
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,94,453
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,94,454
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,96,455
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,62,456
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,70,457
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,72,458
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,74,459
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,74,460
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,74,461
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,76,462
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,77,463
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,78,464
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,79,465
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,80,466
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,80,467
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,80,468
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,80,469
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,80,470
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,80,471
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,80,472
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,81,473
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,81,474
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,81,475
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,82,476
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,82,477
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,82,478
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,82,479
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,82,480
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,82,481
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,82,482
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,82,483
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,83,484
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,83,485
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,84,486
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,84,487
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,84,488
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,84,489
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,85,490
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,85,491
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,85,492
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,85,493
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,85,494
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,85,495
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,86,496
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,86,497
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,86,498
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,86,499
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,86,500
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,86,501
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,86,502
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,87,503
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,87,504
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,87,505
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,87,506
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,87,507
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,87,508
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,87,509
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,87,510
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,88,511
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,88,512
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,88,513
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,88,514
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,88,515
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,88,516
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,89,517
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,89,518
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,89,519
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,89,520
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,90,521
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,90,522
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,90,523
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,90,524
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,90,525
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,90,526
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,91,527
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,91,528
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,91,529
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,91,530
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,91,531
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,91,532
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,91,533
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,92,534
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,92,535
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,92,536
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,92,537
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,92,538
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,92,539
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,93,540
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,93,541
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,93,542
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,94,543
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,94,544
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,94,545
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,95,546
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,95,547
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,95,548
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,96,549
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,96,550
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,97,551
@starchReliabilityGradingHighSchool1912,Writing,Education Student,A,9,70,99,552
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,64,553
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,65,554
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,65,555
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,66,556
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,66,557
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,67,558
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,67,559
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,68,560
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,68,561
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,69,562
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,69,563
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,70,564
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,70,565
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,70,566
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,70,567
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,70,568
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,70,569
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,71,570
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,71,571
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,71,572
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,72,573
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,72,574
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,73,575
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,73,576
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,73,577
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,75,578
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,75,579
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,75,580
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,76,581
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,76,582
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,76,583
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,76,584
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,76,585
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,76,586
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,77,587
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,77,588
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,77,589
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,77,590
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,78,591
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,78,592
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,78,593
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,79,594
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,79,595
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,79,596
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,79,597
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,80,598
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,80,599
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,80,600
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,80,601
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,81,602
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,81,603
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,81,604
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,81,605
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,81,606
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,82,607
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,82,608
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,82,609
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,82,610
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,83,611
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,83,612
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,84,613
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,84,614
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,84,615
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,84,616
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,84,617
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,84,618
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,85,619
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,85,620
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,85,621
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,85,622
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,85,623
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,85,624
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,85,625
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,85,626
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,85,627
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,86,628
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,86,629
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,86,630
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,86,631
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,86,632
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,86,633
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,87,634
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,87,635
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,87,636
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,88,637
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,88,638
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,89,639
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,89,640
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,89,641
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,90,642
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,90,643
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,90,644
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,90,645
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,90,646
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,91,647
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,91,648
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,92,649
@starchReliabilityGradingHighSchool1912,Writing,Education Student,B,10,70,92,650
